Category,Manufacturer,Model,Selection.Model,Usage.hours,Year,Age.at.the.sale,Year.of.Sale,Location.code.ISO,Price,Currency,Origine.Data,URL,Id,annonce_id,clean_model,scrap_id
Telescopic Handlers,Manitou,MT 1233 S SERIE II-E 4x4x4 - 12m/3.3 to.,,0,2003,12,2015,FR,15410,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-e-4x4x4-12m-3-3-to/3obidu5q.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-e-4x4x4-12m-3-3-to/3obidu5q.html,74810,MT 1233 S SERIE II-E 4x4x4 - 12m33 to,1810
Telescopic Handlers,Manitou,MT 1233 S SERIES II,,0,2001,14,2015,FR,8291,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1233-s-series-ii/5h9hggch.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1233-s-series-ii/5h9hggch.html,74955,MT 1233 S SERIES II,1847
Telescopic Handlers,Manitou,MT 1233 S Serie II 4x4x4,,,2000,15,2015,DE,23900,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-4x4x4-12m-3-3t/ekciesgl.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-4x4x4-12m-3-3t/ekciesgl.html?currency=EUR,74844,MT 1233 S Serie II 4x4x4,1822
Chariot à bras télescopique,Manitou,MT 1233 S Serie II 4x4x4 - 12m,,,2000,16,2016,DE,23900,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306489.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306489.html,7593,MT 1233 S Serie II 4x4x4 - 12m,386
Chariot à bras télescopique,Manitou,MT 1233 S Serie II 4x4x4 - 12m,,,2000,16,2016,DE,24900,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306468.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306468.html,7683,MT 1233 S Serie II 4x4x4 - 12m,386
Chariot à bras télescopique,Manitou,MT 1233 S Serie II 4x4x4 - 12m,,2911,2000,16,2016,DE,22900,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306506.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306506.html,7685,MT 1233 S Serie II 4x4x4 - 12m,386
Chariot à bras télescopique,Manitou,MT 1233 S Serie II 4x4x4 - 12m,,,2000,16,2016,DE,22900,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306516.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306516.html,7695,MT 1233 S Serie II 4x4x4 - 12m,386
Chariot à bras télescopique,Manitou,MT 1233 S Serie II 4x4x4 - 12m,,,2000,16,2016,DE,23900,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306517.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306517.html,7698,MT 1233 S Serie II 4x4x4 - 12m,386
Chariot à bras télescopique,Manitou,MT 1233 S Serie II 4x4x4 - 12m,,,2002,14,2016,DE,23900,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306582.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-s-serie-ii-4x4x4-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306582.html,7922,MT 1233 S Serie II 4x4x4 - 12m,386
Telescopic Handlers,Manitou,MT 1233 S Serie II 4x4x4 - 12m / 3.3t.,,0,2000,15,2015,FR,17326,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-4x4x4-12m-3-3t/dhgq6j5i.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-4x4x4-12m-3-3t/dhgq6j5i.html,74196,MT 1233 S Serie II 4x4x4 - 12m  33t,1675
Telescopic Handlers,Manitou,MT 1233 S Serie II 4x4x4 - 12m / 3.3t.,,,2000,15,2015,DE,24900,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-4x4x4-12m-3-3t/dhgq6j5i.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-4x4x4-12m-3-3t/dhgq6j5i.html?currency=EUR,74478,MT 1233 S Serie II 4x4x4 - 12m  33t,1675
Telescopic Handlers,Manitou,MT 1233 S Serie II 4x4x4 - 12m / 3.3t.,,0,2000,15,2015,FR,16414,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-4x4x4-12m-3-3t/ekciesgl.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-s-serie-ii-4x4x4-12m-3-3t/ekciesgl.html,74743,MT 1233 S Serie II 4x4x4 - 12m  33t,1675
Telehandlers for Agriculture,Manitou,MT 1233 ST Maniscopic,MT1233,3501,2001,14,2015,FR,13463,USD,http://www.mascus.com,http://www.mascus.com/construction/used-construction-other/manitou-mt-1233-st-maniscopic/bnfueifg.html,http://www.mascus.com/construction/used-construction-other/manitou-mt-1233-st-maniscopic/bnfueifg.html,68685,MT 1233 ST,1561
,Manitou,MT 1233 ST,,5837,2000,17,2017,DE,19900,EUR,https://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-st-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11700506.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1233-st-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11700506.html,102493,MT 1233 ST,1561
Telescopic Handlers,Manitou,MT 1233 ST TURBO Serie II 4x4x4 - 12m,,0,2000,15,2015,FR,16414,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-st-turbo-serie-ii-4x4x4-12m/6jgj9g6h.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-manitou-mt-1233-st-turbo-serie-ii-4x4x4-12m/6jgj9g6h.html,74146,MT 1233 ST TURBO Serie II 4x4x4 - 12m,1671
Telescopic Handlers,Manitou,MT 1233S,,0,2001,14,2015,FR,11028,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1233s/6kdkat6u.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1233s/6kdkat6u.html,74519,MT 1233S,1730
chariot-telescopique,Manitou,MT 1233ST,,2000,2002,14,2016,FR,25000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5084277/manitou-mt-1233st.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5084277/manitou-mt-1233st.html,80233,MT 1233ST,2181
chariot-telescopique,Manitou,MT 1233ST,,3002,2000,16,2016,FR,24000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5061196/manitou-mt-1233st.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5061196/manitou-mt-1233st.html,80404,MT 1233ST,2181
telescopique,Manitou,MT 1233ST,,2873,2001,15,2016,FR,20000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6141726/manitou-mt-1233st.html,http://www.agriaffaires.com/occasion/telescopique/6141726/manitou-mt-1233st.html,87689,MT 1233ST,2181
,Manitou,MT 1235,,4600,2005,13,2018,AT,17750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/20499946/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/20499946/manitou-mt-1235.html,52646,MT 1235,761
telescopic-forklift,Manitou,MT 1235,,4246,2005,11,2016,BE,17750,EUR,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/9772298/manitou-mt-1235.html,http://www.machineryzone.com/used/telescopic-forklift/9772298/manitou-mt-1235.html,62269,MT 1235,761
,Manitou,MT 1235,,,2006,12,2018,AT,18250,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/20468921/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/20468921/manitou-mt-1235.html,62442,MT 1235,761
,Manitou,MT 1235,,4138,2003,15,2018,AT,16250,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/20363761/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/20363761/manitou-mt-1235.html,62455,MT 1235,761
,Manitou,MT 1235,,4752,2006,11,2017,AT,17750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/17123486/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/17123486/manitou-mt-1235.html,64624,MT 1235,761
,Manitou,MT 1235,,3211,2006,11,2017,ES,21000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/17136396/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/17136396/manitou-mt-1235.html,64785,MT 1235,761
,Manitou,MT 1235,,4752,2006,11,2017,AT,17750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/17730426/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/17730426/manitou-mt-1235.html,66746,MT 1235,761
telescopique,Manitou,MT 1235,,4246,2005,11,2016,BE,17750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/10853101/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/10853101/manitou-mt-1235.html,69272,MT 1235,761
chariot-telescopique,Manitou,MT 1235,MT1235,3350,2006,9,2015,FR,37530,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/3801999/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/chariot-telescopique/3801999/manitou-mt-1235.html,80209,MT 1235,761
telescopique,Manitou,MT 1235,,3420,2006,10,2016,BE,17750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/10859103/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/10859103/manitou-mt-1235.html,91062,MT 1235,761
telescopique,Manitou,MT 1235,,4246,2005,11,2016,BE,17750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/11510414/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/11510414/manitou-mt-1235.html,92585,MT 1235,761
telescopique,Manitou,MT 1235,,3907,2005,11,2016,BE,17000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/11343277/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/11343277/manitou-mt-1235.html,92863,MT 1235,761
telescopique,Manitou,MT 1235,,4246,2005,12,2017,AT,19500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/14106596/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/14106596/manitou-mt-1235.html,95789,MT 1235,761
telescopique,Manitou,MT 1235,,4135,2005,12,2017,AT,16750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/14096266/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/14096266/manitou-mt-1235.html,95807,MT 1235,761
telescopique,Manitou,MT 12.35,,2900,2006,11,2017,DE,20500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/14168486/manitou-mt-12-35.html,http://www.agriaffaires.com/occasion/telescopique/14168486/manitou-mt-12-35.html,95964,MT 1235,761
telescopique,Manitou,MT 1235,,4481,2005,12,2017,AT,16750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/14498586/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/14498586/manitou-mt-1235.html,96075,MT 1235,761
telescopique,Manitou,MT 1235,,5248,2003,14,2017,AT,15000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/14497991/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/14497991/manitou-mt-1235.html,96085,MT 1235,761
telescopique,Manitou,MT 1235,,5248,2003,14,2017,AT,15000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/15016001/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/15016001/manitou-mt-1235.html,96215,MT 1235,761
telescopique,Manitou,MT 1235,,4481,2005,12,2017,AT,16750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/15094816/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/15094816/manitou-mt-1235.html,96294,MT 1235,761
telescopique,Manitou,MT 1235,,4481,2005,12,2017,AT,16750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/15904153/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/15904153/manitou-mt-1235.html,96383,MT 1235,761
telescopique,Manitou,MT 1235,,5248,2003,14,2017,AT,17000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/16001545/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/16001545/manitou-mt-1235.html,96397,MT 1235,761
telescopique,Manitou,MT 1235,,3205,2007,10,2017,AT,18750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/16849926/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/16849926/manitou-mt-1235.html,96611,MT 1235,761
telescopique,Manitou,MT 1235,,4752,2006,11,2017,AT,17750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/16680121/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/16680121/manitou-mt-1235.html,96656,MT 1235,761
telescopique,Manitou,MT 1235,,3211,2006,11,2017,ES,21000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/16695966/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/16695966/manitou-mt-1235.html,96680,MT 1235,761
,Manitou,MT 1235,,2936,2008,9,2017,AT,23250,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/18281011/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/18281011/manitou-mt-1235.html,99730,MT 1235,761
,Manitou,MT 1235,,4431,2004,13,2017,AU,17500,EUR,http://www.machineryzone.com,http://www.machineryzone.com/used/all-terrain-masted-forklift/18414831/manitou-mt-1235.html,http://www.machineryzone.com/used/all-terrain-masted-forklift/18414831/manitou-mt-1235.html,100951,MT 1235,761
,Manitou,MT 1235,,3104,2008,9,2017,BE,18900,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/18719801/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/18719801/manitou-mt-1235.html,101482,MT 1235,761
Chargeuse / Télescopique / Pelle,Manitou,MT 1235,,4536,2008,7,2015,DE,25942,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-1235-S-EZ-2008!!-12-METER!!!/2682079/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-1235-S-EZ-2008!!-12-METER!!!/2682079/,102518,MT 1235,761
,Manitou,MT 1235,,4167,2004,13,2017,AT,16750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/19101601/manitou-mt-1235.html,http://www.agriaffaires.com/occasion/telescopique/19101601/manitou-mt-1235.html,102921,MT 1235,761
telescopique,Manitou,"MT 1235 12m 3,5 to 4300h",,4300,2005,11,2016,DE,19950,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8682761/manitou-mt-1235-12m-3-5-to-4300h.html,http://www.agriaffaires.com/occasion/telescopique/8682761/manitou-mt-1235-12m-3-5-to-4300h.html,90456,MT 1235 12m 35 to 4300h,2594
telescopique,Manitou,"MT 1235 3,5 To 12 Meter 4550h",,4550,2004,12,2016,DE,18950,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8549945/manitou-mt-1235-3-5-to-12-meter-4550h.html,http://www.agriaffaires.com/occasion/telescopique/8549945/manitou-mt-1235-3-5-to-12-meter-4550h.html,90159,MT 1235 35 To 12 Meter 4550h,2578
,Manitou,MT 1235 (972),,2936,2008,9,2017,AT,23250,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/18633446/manitou-mt-1235-972.html,http://www.agriaffaires.com/occasion/telescopique/18633446/manitou-mt-1235-972.html,101265,MT 1235 972,3208
telescopique,Manitou,MT 1235 HS Turbo,,3277,2007,9,2016,NL,27500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8699104/manitou-mt-1235-hs-turbo.html,http://www.agriaffaires.com/occasion/telescopique/8699104/manitou-mt-1235-hs-turbo.html,90584,MT 1235 HS Turbo,2601
telescopique,Manitou,MT 1235 HS Turbo,,3277,2007,9,2016,NL,24900,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/11323351/manitou-mt-1235-hs-turbo.html,http://www.agriaffaires.com/occasion/telescopique/11323351/manitou-mt-1235-hs-turbo.html,93348,MT 1235 HS Turbo,2601
telescopic-forklift,Manitou,MT 1235 S,,3521,2004,12,2016,DE,19500,EUR,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/10295373/manitou-mt-1235-s.html,http://www.machineryzone.com/used/telescopic-forklift/10295373/manitou-mt-1235-s.html,60605,MT 1235 S,991
,Manitou,MT 1235 S,,,2004,13,2017,ER,22670,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT-1235-S/3471371/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT-1235-S/3471371/,65792,MT 1235 S,991
Telescopic Handlers,Manitou,MT 1235 S,MT1235,1011,2004,11,2015,FR,33390,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1235-s/7mhngk6m.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1235-s/7mhngk6m.html,75056,MT 1235 S,991
chariot-telescopique,Manitou,MT 1235 S,MT1235,1471,2007,8,2015,FR,28258,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1235-s/htiuaoco.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1235-s/htiuaoco.html,75523,MT 1235 S,991
telescopique,Manitou,MT 1235 S,,2550,2005,11,2016,FR,22000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6198008/manitou-mt-1235-s.html,http://www.agriaffaires.com/occasion/telescopique/6198008/manitou-mt-1235-s.html,87790,MT 1235 S,991
telescopique,Manitou,MT 1235 S,,2700,2008,8,2016,DE,27900,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6262530/manitou-mt-1235-s.html,http://www.agriaffaires.com/occasion/telescopique/6262530/manitou-mt-1235-s.html,88130,MT 1235 S,991
telescopique,Manitou,MT 1235 S,,2604,2005,11,2016,FR,22500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6195058/manitou-mt-1235-s.html,http://www.agriaffaires.com/occasion/telescopique/6195058/manitou-mt-1235-s.html,88152,MT 1235 S,991
telescopique,Manitou,MT 1235 S,,3100,2005,11,2016,FR,23500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/11167746/manitou-mt-1235-s.html,http://www.agriaffaires.com/occasion/telescopique/11167746/manitou-mt-1235-s.html,92628,MT 1235 S,991
telescopique,Manitou,MT 1235 S,,4554,2008,8,2016,FR,25950,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/11488074/manitou-mt-1235-s.html,http://www.agriaffaires.com/occasion/telescopique/11488074/manitou-mt-1235-s.html,92837,MT 1235 S,991
Chargeuse / Télescopique / Pelle,Manitou,MT 1235 S     EZ 2008!!  12 METER!!,,4298,2008,8,2016,DE,27965,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT-1235-S-EZ-2008!!-12-METER!!/3086349/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT-1235-S-EZ-2008!!-12-METER!!/3086349/,1647,MT 1235 S     EZ 2008  12 METER,210
telescopique,Manitou,MT 1235 S | Remote control,,4119,2007,9,2016,NL,27500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9248848/manitou-mt-1235-s-remote-control.html,http://www.agriaffaires.com/occasion/telescopique/9248848/manitou-mt-1235-s-remote-control.html,90292,MT 1235 S  Remote control,2590
Telescopic Handlers,Manitou,"MT 1235 S 12 M 3,5 To nur 2600 h",MT1235,2600,2006,9,2015,FR,15547,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1235-s-12-m-3-5-to-nur-2600-h/hubkhs9r.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-1235-s-12-m-3-5-to-nur-2600-h/hubkhs9r.html,75365,MT 1235 S 12 M 35 To nur 2600 h,1921
telescopique,Manitou,"MT 1235 S 12 Meter 3,5 to 3550h",,3550,2006,10,2016,DE,21450,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8085370/manitou-mt-1235-s-12-meter-3-5-to-3550h.html,http://www.agriaffaires.com/occasion/telescopique/8085370/manitou-mt-1235-s-12-meter-3-5-to-3550h.html,88834,MT 1235 S 12 Meter 35 to 3550h,2507
telescopique,Manitou,"MT 1235 S 3,5 to 12 Meter 3100h",,3100,2005,11,2016,DE,20750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8426741/manitou-mt-1235-s-3-5-to-12-meter-3100h.html,http://www.agriaffaires.com/occasion/telescopique/8426741/manitou-mt-1235-s-3-5-to-12-meter-3100h.html,89705,MT 1235 S 35 to 12 Meter 3100h,2545
telescopique,Manitou,"MT 1235 S 3,5 to 12 Meter 3900h",,3900,2006,10,2016,DE,20950,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8426806/manitou-mt-1235-s-3-5-to-12-meter-3900h.html,http://www.agriaffaires.com/occasion/telescopique/8426806/manitou-mt-1235-s-3-5-to-12-meter-3900h.html,88888,MT 1235 S 35 to 12 Meter 3900h,2510
Chariot à bras télescopique,Manitou,MT 1235 S Serie III-E2 - 12m,,,2007,9,2016,DE,28800,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306559.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306559.html,7426,MT 1235 S Serie III-E2 - 12m,353
Chariot à bras télescopique,Manitou,MT 1235 S Serie III-E2 - 12m,,,2004,12,2016,DE,26800,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306562.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306562.html,7427,MT 1235 S Serie III-E2 - 12m,353
Chariot à bras télescopique,Manitou,MT 1235 S Serie III-E2 - 12m,,2566,2004,12,2016,DE,26800,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306561.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306561.html,7452,MT 1235 S Serie III-E2 - 12m,353
Chariot à bras télescopique,Manitou,MT 1235 S Serie III-E2 - 12m /,,,2007,9,2016,DE,27800,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m--chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306513.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m--chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306513.html,7533,MT 1235 S Serie III-E2 - 12m,353
Chariot à bras télescopique,Manitou,MT 1235 S Serie III-E2 - 12m,,,2007,9,2016,DE,28800,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306524.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306524.html,7594,MT 1235 S Serie III-E2 - 12m,353
Chariot à bras télescopique,Manitou,MT 1235 S Serie III-E2 - 12m,,,2005,11,2016,DE,28800,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306569.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306569.html,7641,MT 1235 S Serie III-E2 - 12m,353
Chariot à bras télescopique,Manitou,MT 1235 S Serie III-E2 - 12m,,,2006,10,2016,DE,28800,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306587.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt-1235-s-serie-iii-e2-12m-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11306587.html,7896,MT 1235 S Serie III-E2 - 12m,353
