Category,Manufacturer,Model,Selection.Model,Usage.hours,Year,Age.at.the.sale,Year.of.Sale,Location.code.ISO,Price,Currency,Origine.Data,URL,Id,annonce_id,clean_model,scrap_id
telescopique,Manitou,MT6034,,377,2014,2,2016,US,41900,USD,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/10902394/manitou-mt6034.html,http://www.agriaffaires.com/occasion/telescopique/10902394/manitou-mt6034.html,91853,MT6034,2692
,Manitou,MT6034T,,1467,2013,5,2018,SA,48500,USD,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/20215446/manitou-mt6034t.html,http://www.machineryzone.com/used/telescopic-forklift/20215446/manitou-mt6034t.html,62678,MT6034T,1119
chariot-telescopique,Manitou,MT620,MT625,974,2009,3,2012,FR,23000,EUR,RB,RB-MT625-2009-974h,82740a6a-66cd-4b23-8bf2-77df3457c4c7,56725,MT620,903
chariot-telescopique,Manitou,MT620,MT620,1085,2009,3,2012,FR,23000,EUR,RB,RB-MT620-2009-1085h,317e14ee-fc2b-4536-a5d0-bd5eb6c58c32,57099,MT620,903
chariot-telescopique,Manitou,MT620,MT620,806,2009,3,2012,FR,23000,EUR,RB,RB-MT620-2009-806h,0c09e9cb-b58c-41f0-a708-9afd0ceb8c0e,57107,MT620,903
Chargeuse / Télescopique / Pelle,Manitou,MT625,,2134,2011,5,2016,NL,38720,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT625/3074693/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT625/3074693/,1841,MT625,231
Chargeuse / Télescopique / Pelle,Manitou,MT625,,2134,2011,5,2016,AS,35695,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT625/3179167/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT625/3179167/,2259,MT625,231
telehandler,Manitou,MT625,,3800,2013,3,2016,,29300,EUR,used,http://used.manitou.com/en/machines/manitou-mt625-ce6f8a38-8dda-4feb-91dd-53f11e8db201,http://used.manitou.com/en/machines/manitou-mt625-ce6f8a38-8dda-4feb-91dd-53f11e8db201,9596,MT625,231
chariot-telescopique,Manitou,MT625,MT625,1345,2011,3,2014,DE,32000,EUR,RB,RB-MT625-2011-1345h,8236bddc-be09-4630-a35e-acb7bf995a65,57065,MT625,231
chariot-telescopique,Manitou,MT625,MT625,1957,2010,4,2014,DE,27500,EUR,RB,RB-MT625-2010-1957h,49a8cd2b-060e-4ca7-932c-9ae34b9ad5c3,57109,MT625,231
telescopic-forklift,Manitou,MT625,,0,2015,2,2017,SA,92500,USD,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/12646866/manitou-mt625.html,http://www.machineryzone.com/used/telescopic-forklift/12646866/manitou-mt625.html,61020,MT625,231
telescopic-forklift,Manitou,MT625,,,2015,1,2016,US,92500,USD,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/8311152/manitou-mt625.html,http://www.machineryzone.com/used/telescopic-forklift/8311152/manitou-mt625.html,62120,MT625,231
Telescopic Handlers,Manitou,MT625,MT625,770,2013,2,2015,FR,34128,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/6m7gbr9i.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/6m7gbr9i.html,63172,MT625,231
,Manitou,MT625,,1040,2014,3,2017,FR,35000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/17865616/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/17865616/manitou-mt625.html,64765,MT625,231
,Manitou,MT625,,1554,2013,4,2017,LK,45000,USD,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/16649221/manitou-mt625.html,http://www.machineryzone.com/used/telescopic-forklift/16649221/manitou-mt625.html,64886,MT625,231
chariot-telescopique,Manitou,MT625,MT625,1800,2011,4,2015,LT,33000,EUR,MAS,MAS-MT625-2011-1800h,bd3e9be0-3be6-4553-8d5f-77d6e8b0bd03,68565,MT625,231
chariot-telescopique,Manitou,MT625,MT625,280,2012,3,2015,DE,42900,EUR,MAS,MAS-MT625-2012-280h,0e5a7879-30fe-4826-81bc-5d05270569e2,68578,MT625,231
chariot-telescopique,Manitou,MT625,MT625,1450,2010,5,2015,DE,35800,EUR,MAS,MAS-MT625-2010-1450h,5268c28b-c6b9-4aa8-8a65-a258a3058923,68580,MT625,231
Telescopic Handlers,Manitou,MT625,,595,2013,2,2015,FR,33384,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/4i7s9m4r.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/4i7s9m4r.html,75168,MT625,231
Telescopic Handlers,Manitou,MT625,,721,2013,2,2015,FR,33384,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/6tbl3h8m.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/6tbl3h8m.html,75214,MT625,231
Telescopic Handlers,Manitou,MT625,MT625,456,2013,2,2015,FR,34128,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/3ohq3o4i.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/3ohq3o4i.html,75236,MT625,231
Telescopic Handlers,Manitou,MT625,MT625,977,2012,3,2015,FR,29781,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/4lftdk6r.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/4lftdk6r.html,75238,MT625,231
Telescopic Handlers,Manitou,MT625,,596,2013,2,2015,FR,33384,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/glbk5mik.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/glbk5mik.html,75240,MT625,231
chariot-telescopique,Manitou,MT625,MT625,500,2012,3,2015,FR,32327,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/gr6g4ids.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/gr6g4ids.html,75252,MT625,231
Telescopic Handlers,Manitou,MT625,,1200,2011,4,2015,FR,27426,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/bkfibidf.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/bkfibidf.html,75315,MT625,231
Telescopic Handlers,Manitou,MT625,MT625,2011,2011,4,2015,FR,22265,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/cm3p3g5q.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/cm3p3g5q.html,75317,MT625,231
Telescopic Handlers,Manitou,MT625,MT625,522,2013,2,2015,FR,34128,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/cndlbshq.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/cndlbshq.html,75319,MT625,231
chariot-telescopique,Manitou,MT625,MT625,250,2014,1,2015,FR,41496,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/7thlgkig.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/7thlgkig.html,75345,MT625,231
Telescopic Handlers,Manitou,MT625,,628,2013,2,2015,FR,33384,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/3i7p3lci.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/3i7p3lci.html,75403,MT625,231
Telescopic Handlers,Manitou,MT625,,900,2013,2,2015,FR,33384,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/3tft4fhu.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/3tft4fhu.html,75672,MT625,231
Telescopic Handlers,Manitou,MT625,,0,2012,3,2015,FR,29091,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/dgio5m4j.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/dgio5m4j.html,75749,MT625,231
Telescopic Handlers,Manitou,MT625,,,2012,3,2015,GB,35852,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/dgio5m4j.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/dgio5m4j.html?currency=EUR,75772,MT625,231
Telescopic Handlers,Manitou,MT625,,1500,2012,3,2015,FR,31014,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/dg6fbsem.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/dg6fbsem.html,75786,MT625,231
Telescopic Handlers,Manitou,MT625,MT625,628,2013,2,2015,FR,34128,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/ikchhqir.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/ikchhqir.html,75859,MT625,231
Telescopic Handlers,Manitou,MT625,,,2015,1,2016,US,92500,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/7nckeffr.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/7nckeffr.html,76776,MT625,231
Telescopic Handlers,Manitou,MT625,,836,2015,1,2016,GB,38142,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/8tdp8gdt.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/8tdp8gdt.html,78339,MT625,231
chariot-telescopique,Manitou,MT625,,1250,2012,4,2016,FR,38900,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/3137019/manitou-mt625.html,http://www.agriaffaires.com/occasion/chariot-telescopique/3137019/manitou-mt625.html,80158,MT625,231
chariot-telescopique,Manitou,MT625,,1199,2012,4,2016,FR,34000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5704481/manitou-mt625.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5704481/manitou-mt625.html,80292,MT625,231
telescopique,Manitou,MT625,MT625,596,2013,2,2015,FR,29761,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6095591/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/6095591/manitou-mt625.html,87369,MT625,231
telescopique,Manitou,MT625,,429,2012,4,2016,PL,175000,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6560524/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/6560524/manitou-mt625.html,88278,MT625,231
telescopique,Manitou,MT625,,429,2012,3,2015,PL,38621,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6873756/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/6873756/manitou-mt625.html,88611,MT625,231
telescopique,Manitou,MT625,,2234,2012,3,2015,GB,25000,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6925209/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/6925209/manitou-mt625.html,88626,MT625,231
telescopique,Manitou,MT625,,400,2014,2,2016,FR,39750,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8682808/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/8682808/manitou-mt625.html,90699,MT625,231
telescopique,Manitou,MT625,,1589,2010,6,2016,GB,20000,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/11363292/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/11363292/manitou-mt625.html,93491,MT625,231
telescopique,Manitou,MT625,,1740,2011,5,2016,DE,30800,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/13602471/manitou-mt625turbo.html,http://www.agriaffaires.com/occasion/telescopique/13602471/manitou-mt625turbo.html,95672,MT625,231
telescopique,Manitou,MT625,,3000,2013,4,2017,FR,35000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/13934461/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/13934461/manitou-mt625.html,95922,MT625,231
telescopique,Manitou,MT625,,2300,2011,6,2017,FR,32000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/13934521/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/13934521/manitou-mt625.html,95955,MT625,231
telescopique,Manitou,MT625,,1350,2014,3,2017,DE,36900,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/15017351/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/15017351/manitou-mt625.html,96216,MT625,231
telescopique,Manitou,MT625,,960,2014,3,2017,FR,36500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/15867449/manitou-mt625.html,http://www.agriaffaires.com/occasion/telescopique/15867449/manitou-mt625.html,96387,MT625,231
chariot-telescopique,Manitou,MT625,MT625,330,2014,1,2015,DE,45850,EUR,MAS,MAS-MT625-2014-330h,8b737392-d273-4277-adcb-d3f953bcde9d,98467,MT625,231
,Manitou,MT625,,1887,2013,4,2017,LK,45000,USD,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/18330076/manitou-mt625.html,http://www.machineryzone.com/used/telescopic-forklift/18330076/manitou-mt625.html,100582,MT625,231
Telescopic Handlers,Manitou,MT625,,0,2013,2,2015,FR,43823,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/8r4q7ogt.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625/8r4q7ogt.html,102188,MT625,231
Chariot à bras télescopique,Manitou,MT625,MT 625,970,2012,5,2017,DE,34500,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt625-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11611025.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt625-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11611025.html,106068,MT625,231
Telescopic Handlers,Manitou,MT625 - Kun 524 t !!,,,2014,1,2015,NO,40866,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-kun-524-t/fg3fdfhu.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-kun-524-t/fg3fdfhu.html?currency=EUR,75680,MT625 - Kun 524 t,1955
Telescopic Handlers,Manitou,MT625 Comfort,,2,2014,1,2015,FR,38479,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/hlhtii5f.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/hlhtii5f.html,75401,MT625 Comfort,1927
Telescopic Handlers,Manitou,MT625 Comfort,,2,2014,1,2015,FR,43286,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/ig8qhm3h.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/ig8qhm3h.html,75402,MT625 Comfort,1927
Telescopic Handlers,Manitou,MT625 Comfort,MT625,728,2012,3,2015,FR,29781,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/is8n5ffl.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/is8n5ffl.html,75668,MT625 Comfort,1927
Telescopic Handlers,Manitou,MT625 Comfort,MT625,741,2013,2,2015,FR,34128,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/eshret6r.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/eshret6r.html,75691,MT625 Comfort,1927
Telescopic Handlers,Manitou,MT625 Comfort,MT625,1172,2012,3,2015,FR,29781,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/7icghndq.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/7icghndq.html,75719,MT625 Comfort,1927
Telescopic Handlers,Manitou,MT625 Comfort,MT625,1457,2012,3,2015,FR,29781,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/9oak7thq.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-comfort/9oak7thq.html,75720,MT625 Comfort,1927
telescopique,Manitou,MT625 Comfort,,304,2014,2,2016,GB,29000,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/7095942/manitou-mt625-comfort.html,http://www.agriaffaires.com/occasion/telescopique/7095942/manitou-mt625-comfort.html,89095,MT625 Comfort,1927
telescopique,Manitou,MT625 Comfort,,1757,2012,4,2016,GB,25000,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/7095717/manitou-mt625-comfort.html,http://www.agriaffaires.com/occasion/telescopique/7095717/manitou-mt625-comfort.html,89467,MT625 Comfort,1927
telescopic-forklift,Manitou,MT625 T,,1600,2012,4,2016,DE,38200,EUR,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/11317651/manitou-mt625-t.html,http://www.machineryzone.com/used/telescopic-forklift/11317651/manitou-mt625-t.html,60747,MT625 T,1007
telescopic-forklift,Manitou,MT625 T,,1600,2012,4,2016,DE,33000,EUR,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/11555280/manitou-mt625-t.html,http://www.machineryzone.com/used/telescopic-forklift/11555280/manitou-mt625-t.html,60805,MT625 T,1007
chariot-telescopique,Manitou,MT625 T,MT625,1900,2010,5,2015,FR,35800,EUR,http://www.machineryzone.fr,http://www.machineryzone.fr/occasion/chariot-telescopique/5072792/manitou-mt625-t.html,http://www.machineryzone.fr/occasion/chariot-telescopique/5072792/manitou-mt625-t.html,79704,MT625 T,1007
telescopic-forklift,Manitou,MT625 T Comfort ***Demo***,,330,2014,2,2016,DE,46850,EUR,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/11203674/manitou-mt625-t-comfort-demo.html,http://www.machineryzone.com/used/telescopic-forklift/11203674/manitou-mt625-t-comfort-demo.html,60714,MT625 T Comfort Demo,1001
Telescopic Handlers,Manitou,MT625 T Comfort ***Demo***,,330,2014,1,2015,FR,42311,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-t-comfort-demo/6sdjhr6n.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625-t-comfort-demo/6sdjhr6n.html,75343,MT625 T Comfort Demo,1001
telescopique,Manitou,MT625 T Comfort ***Demo***,,330,2014,2,2016,DE,46850,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/5942514/manitou-mt625-t-comfort-demo.html,http://www.agriaffaires.com/occasion/telescopique/5942514/manitou-mt625-t-comfort-demo.html,86906,MT625 T Comfort Demo,1001
chariot-telescopique,Manitou,MT625 Turbo,MT625,900,2011,4,2015,FR,23985,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5479631/manitou-mt625-turbo.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5479631/manitou-mt625-turbo.html,80541,MT625 Turbo,2245
telescopique,Manitou,MT625 Turbo,,1450,2012,4,2016,DE,32500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9389904/manitou-mt625-turbo.html,http://www.agriaffaires.com/occasion/telescopique/9389904/manitou-mt625-turbo.html,90990,MT625 Turbo,2245
telescopique,Manitou,MT625 turbo,,990,2012,4,2016,DE,33500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6036164/manitou-mt625-turbo.html,http://www.agriaffaires.com/occasion/telescopique/6036164/manitou-mt625-turbo.html,86766,MT625 turbo,2414
Chargeuse / Télescopique / Pelle,Manitou,MT625COMFORT,,337,2014,1,2015,GB,54025,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT625COMFORT/2528585/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT625COMFORT/2528585/,1508,MT625COMFORT,198
Telescopic Handlers,Manitou,MT625COMFORT,,500,2014,1,2015,FR,41938,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625comfort/3qijhi4k.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625comfort/3qijhi4k.html,75862,MT625COMFORT,198
telescopique,Manitou,MT625COMFORT,,337,2014,1,2015,GB,33000,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6135994/manitou-mt625comfort.html,http://www.agriaffaires.com/occasion/telescopique/6135994/manitou-mt625comfort.html,87478,MT625COMFORT,198
telescopique,Manitou,MT625COMFORT,,383,2014,2,2016,GB,32500,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9208357/manitou-mt625comfort.html,http://www.agriaffaires.com/occasion/telescopique/9208357/manitou-mt625comfort.html,90087,MT625COMFORT,198
telescopique,Manitou,MT625COMFORT,,438,2014,2,2016,GB,32500,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/10542981/manitou-mt625comfort.html,http://www.agriaffaires.com/occasion/telescopique/10542981/manitou-mt625comfort.html,93335,MT625COMFORT,198
,Manitou,MT625H,,250,2016,1,2017,FR,42000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/17781186/manitou-mt625h.html,http://www.agriaffaires.com/occasion/telescopique/17781186/manitou-mt625h.html,66660,MT625H,1331
telescopique,Manitou,MT625H,,1824,2012,5,2017,CO,32000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/14081586/manitou-mt625h.html,http://www.agriaffaires.com/occasion/telescopique/14081586/manitou-mt625h.html,95815,MT625H,1331
Telescopic Handlers,Manitou,MT625H Comfort,,,2015,0,2015,SE,52156,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625h-comfort/ig8qhm3h.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt625h-comfort/ig8qhm3h.html?currency=EUR,75326,MT625H Comfort,1914
,Manitou,MT625H Easy 49K ST3A,,10,2017,0,2017,DE,40500,EUR,https://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt625h-easy-49k-st3a-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11659448.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt625h-easy-49k-st3a-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11659448.html,102494,MT625H Easy 49K ST3A,3226
